date,Price,Country,Price_7d,Price_14d,Price_21d,Price_28d,Price_7d_der,Price_14d_der,Price_21d_der,Price_28d_der,Month,Day,target
2019-01-04,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,4,0.0
2019-01-05,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,5,0.0
2019-01-06,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,6,0.0
2019-01-07,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,7,0.0
2019-01-08,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,8,0.0
2019-01-09,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,9,0.0
2019-01-10,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,10,0.0
2019-01-11,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,11,0.0
2019-01-12,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,12,0.0
2019-01-13,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,13,0.0
2019-01-14,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,14,0.0
2019-01-15,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,15,0.0
2019-01-16,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,16,0.0
2019-01-17,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,17,0.0
2019-01-18,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,18,0.0
2019-01-19,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,19,0.0
2019-01-20,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,20,0.0
2019-01-21,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,21,0.0
2019-01-22,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,22,0.0
2019-01-23,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,23,0.0
2019-01-24,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,24,0.0
2019-01-25,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,25,0.0
2019-01-26,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,26,0.0
2019-01-27,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,27,0.0
2019-01-28,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,28,0.0
2019-01-29,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,29,0.0
2019-01-30,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,30,0.0
2019-01-31,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1,31,0.0
2019-02-01,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,1,0.0
2019-02-02,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,2,0.0
2019-02-03,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,3,0.0
2019-02-04,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,4,0.0
2019-02-05,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,5,0.0
2019-02-06,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,6,0.0
2019-02-07,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,7,0.0
2019-02-08,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,8,0.0
2019-02-09,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,9,20.63
2019-02-10,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,10,20.63
2019-02-11,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,11,20.63
2019-02-12,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,12,20.63
2019-02-13,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,13,20.63
2019-02-14,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,14,20.63
2019-02-15,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,15,20.63
2019-02-16,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,16,20.63
2019-02-17,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,17,20.63
2019-02-18,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,18,20.63
2019-02-19,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,19,20.63
2019-02-20,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,20,20.63
2019-02-21,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,21,20.63
2019-02-22,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,22,20.63
2019-02-23,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,23,20.63
2019-02-24,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,24,20.63
2019-02-25,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,25,20.63
2019-02-26,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,26,20.63
2019-02-27,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,27,20.63
2019-02-28,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,2,28,20.63
2019-03-01,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,1,20.63
2019-03-02,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,2,20.63
2019-03-03,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,3,20.63
2019-03-04,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,4,20.63
2019-03-05,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,5,20.63
2019-03-06,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,6,20.63
2019-03-07,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,7,20.63
2019-03-08,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,8,20.63
2019-03-09,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,9,20.63
2019-03-10,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,10,20.63
2019-03-11,20.63,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,3,11,0.0
2019-03-12,0.0,Canada,20.63,20.630000000000013,20.630000000000013,20.630000000000013,2.947142857142857,1.4735714285714285,0.9823809523809524,0.7367857142857143,3,12,0.0
2019-03-13,0.0,Canada,20.63,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,13,0.0
2019-03-14,0.0,Canada,20.63,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,14,0.0
2019-03-15,0.0,Canada,20.63,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,15,0.0
2019-03-16,0.0,Canada,20.63,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,16,0.0
2019-03-17,0.0,Canada,20.63,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,17,0.0
2019-03-18,0.0,Canada,20.63,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,18,0.0
2019-03-19,0.0,Canada,0.0,20.630000000000013,20.630000000000013,20.630000000000013,-2.947142857142857,0.0,0.0,0.0,3,19,0.0
2019-03-20,0.0,Canada,0.0,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,20,0.0
2019-03-21,0.0,Canada,0.0,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,21,0.0
2019-03-22,0.0,Canada,0.0,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,22,0.0
2019-03-23,0.0,Canada,0.0,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,23,0.0
2019-03-24,0.0,Canada,0.0,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,24,0.0
2019-03-25,0.0,Canada,0.0,20.630000000000013,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,25,0.0
2019-03-26,0.0,Canada,0.0,1.4210854715202004e-14,20.630000000000013,20.630000000000013,0.0,-1.4735714285714285,0.0,0.0,3,26,0.0
2019-03-27,0.0,Canada,0.0,1.4210854715202004e-14,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,27,0.0
2019-03-28,0.0,Canada,0.0,1.4210854715202004e-14,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,28,0.0
2019-03-29,0.0,Canada,0.0,1.4210854715202004e-14,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,29,0.0
2019-03-30,0.0,Canada,0.0,1.4210854715202004e-14,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,30,0.0
2019-03-31,0.0,Canada,0.0,1.4210854715202004e-14,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,3,31,0.0
2019-04-01,0.0,Canada,0.0,1.4210854715202004e-14,20.630000000000013,20.630000000000013,0.0,0.0,0.0,0.0,4,1,1.06
2019-04-02,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,20.630000000000013,0.0,0.0,-0.9823809523809524,0.0,4,2,1.06
2019-04-03,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,20.630000000000013,0.0,0.0,0.0,0.0,4,3,1.06
2019-04-04,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,20.630000000000013,0.0,0.0,0.0,0.0,4,4,1.06
2019-04-05,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,20.630000000000013,0.0,0.0,0.0,0.0,4,5,1.06
2019-04-06,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,20.630000000000013,0.0,0.0,0.0,0.0,4,6,1.06
2019-04-07,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,20.630000000000013,0.0,0.0,0.0,0.0,4,7,1.06
2019-04-08,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,20.630000000000013,0.0,0.0,0.0,0.0,4,8,1.06
2019-04-09,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,-0.7367857142857143,4,9,1.06
2019-04-10,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,10,1.06
2019-04-11,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,11,1.06
2019-04-12,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,12,1.06
2019-04-13,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,13,1.06
2019-04-14,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,14,1.06
2019-04-15,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,15,1.06
2019-04-16,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,16,1.06
2019-04-17,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,17,1.06
2019-04-18,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,18,1.06
2019-04-19,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,19,1.06
2019-04-20,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,20,1.06
2019-04-21,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,21,1.06
2019-04-22,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,22,1.06
2019-04-23,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,23,1.06
2019-04-24,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,24,1.06
2019-04-25,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,25,1.06
2019-04-26,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,26,1.06
2019-04-27,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,27,1.06
2019-04-28,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,28,1.06
2019-04-29,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,29,1.06
2019-04-30,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4,30,1.06
2019-05-01,1.06,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,5,1,0.0
2019-05-02,0.0,Canada,1.06,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.15142857142857144,0.07571428571428572,0.05047619047619048,0.03785714285714286,5,2,0.0
2019-05-03,0.0,Canada,1.06,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,3,0.0
2019-05-04,0.0,Canada,1.06,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,4,0.0
2019-05-05,0.0,Canada,1.06,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,5,0.0
2019-05-06,0.0,Canada,1.06,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,6,0.0
2019-05-07,0.0,Canada,1.06,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,7,0.0
2019-05-08,0.0,Canada,1.06,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,8,0.0
2019-05-09,0.0,Canada,0.0,1.0600000000000143,1.0600000000000143,1.0600000000000143,-0.15142857142857144,0.0,0.0,0.0,5,9,0.0
2019-05-10,0.0,Canada,0.0,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,10,0.0
2019-05-11,0.0,Canada,0.0,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,11,0.0
2019-05-12,0.0,Canada,0.0,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,12,0.0
2019-05-13,0.0,Canada,0.0,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,13,0.0
2019-05-14,0.0,Canada,0.0,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,14,0.0
2019-05-15,0.0,Canada,0.0,1.0600000000000143,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,15,0.0
2019-05-16,0.0,Canada,0.0,1.4210854715202004e-14,1.0600000000000143,1.0600000000000143,0.0,-0.07571428571428572,0.0,0.0,5,16,0.0
2019-05-17,0.0,Canada,0.0,1.4210854715202004e-14,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,17,0.0
2019-05-18,0.0,Canada,0.0,1.4210854715202004e-14,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,18,162.18
2019-05-19,0.0,Canada,0.0,1.4210854715202004e-14,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,19,162.18
2019-05-20,0.0,Canada,0.0,1.4210854715202004e-14,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,20,162.18
2019-05-21,0.0,Canada,0.0,1.4210854715202004e-14,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,21,162.18
2019-05-22,0.0,Canada,0.0,1.4210854715202004e-14,1.0600000000000143,1.0600000000000143,0.0,0.0,0.0,0.0,5,22,162.18
2019-05-23,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0600000000000143,0.0,0.0,-0.05047619047619048,0.0,5,23,162.18
2019-05-24,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0600000000000143,0.0,0.0,0.0,0.0,5,24,162.18
2019-05-25,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0600000000000143,0.0,0.0,0.0,0.0,5,25,162.18
2019-05-26,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0600000000000143,0.0,0.0,0.0,0.0,5,26,162.18
2019-05-27,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0600000000000143,0.0,0.0,0.0,0.0,5,27,162.18
2019-05-28,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0600000000000143,0.0,0.0,0.0,0.0,5,28,162.18
2019-05-29,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0600000000000143,0.0,0.0,0.0,0.0,5,29,162.18
2019-05-30,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,-0.03785714285714286,5,30,162.18
2019-05-31,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,5,31,162.18
2019-06-01,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,1,162.18
2019-06-02,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,2,162.18
2019-06-03,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,3,162.18
2019-06-04,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,4,162.18
2019-06-05,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,5,162.18
2019-06-06,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,6,162.18
2019-06-07,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,7,162.18
2019-06-08,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,8,332.9600000000001
2019-06-09,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,9,332.9600000000001
2019-06-10,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,10,332.9600000000001
2019-06-11,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,11,332.9600000000001
2019-06-12,0.0,Canada,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,6,12,883.9000000000001
2017-12-30,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,26.150000000000006,0.0,0.0,0.0,-5.206428571428572,12,30,229.75
2017-12-31,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,26.150000000000006,0.0,0.0,0.0,0.0,12,31,229.75
2018-01-01,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,26.150000000000006,0.0,0.0,0.0,0.0,1,1,229.75
2018-01-02,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,26.150000000000006,0.0,0.0,0.0,0.0,1,2,229.75
2018-01-03,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,26.150000000000006,0.0,0.0,0.0,0.0,1,3,229.75
2018-01-04,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,26.150000000000006,0.0,0.0,0.0,0.0,1,4,229.75
2018-01-05,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,-0.9339285714285713,1,5,229.75
2018-01-06,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,6,229.75
2018-01-07,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,7,229.75
2018-01-08,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,8,229.75
2018-01-09,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,9,229.75
2018-01-10,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,10,229.75
2018-01-11,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,11,229.75
2018-01-12,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,12,229.75
2018-01-13,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,13,229.75
2018-01-14,0.0,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,14,229.75
2018-01-15,221.8,Channel Islands,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,1,15,7.949999999999989
2018-01-16,0.0,Channel Islands,221.8,221.8,221.8,221.8,31.685714285714287,15.842857142857143,10.561904761904762,7.921428571428572,1,16,7.949999999999989
2018-01-17,0.0,Channel Islands,221.8,221.8,221.8,221.8,0.0,0.0,0.0,0.0,1,17,7.949999999999989
